source_id,ra,dec,phot_g_mean_mag,astrometric_excess_noise,x_true_equator,dgm_sector
6049657909700402560,244.21533958543247,-24.584204451351628,14.9878,16.548372,5695.375061916637,Retrograde
6244436497639128960,245.5769099955379,-20.757166194459845,14.958432,15.807013,554.14715127814,Retrograde
6047648586559180928,248.71775218253697,-24.41009323541642,14.429947,15.758406,-9235.953224498551,Prograde
6049475455189797248,243.36773532922146,-25.55374193234276,14.849196,15.625057,8661.611924320538,Retrograde
6051167642243056384,248.78527945301647,-23.048243628676037,14.755589,15.217896,-9685.278936262232,Prograde
6049133442650991360,246.2804685304824,-24.540879504449055,14.527759,15.157458,-1147.1435611763354,Prograde
6049578126391263616,243.48588764134826,-24.96590135754588,14.827037,15.008223,8173.06743088748,Retrograde
6052067386353836288,245.0972378858592,-22.177042554249525,13.839762,14.966065,2377.245786627452,Retrograde
6243073515538371968,243.00530581099585,-21.25857619072494,11.964613,14.480659,9148.997887285752,Retrograde
6051093665727486208,247.26219184469707,-22.644279083594895,14.431431,14.148864,-4711.021945158726,Prograde
6052444656284303616,248.27140947072783,-20.92501750043421,13.378199,13.869042,-8336.497410773329,Prograde
6245406851009236224,243.52738829648683,-20.288372317459213,12.463764,13.100294,7260.0894066661485,Retrograde
6051663281471211776,248.47517447142366,-21.34224925800059,13.239766,12.907508,-8941.751376879394,Prograde
6049575721207795584,243.40211323057702,-25.063260124854178,14.545358,12.831255,8466.494682856635,Retrograde
6242742528178551296,244.35465756207668,-22.030449131086467,14.323279,12.578365,4810.7918215456,Retrograde
6049368188383277952,246.50270514043973,-24.014851354831688,11.560639,12.564966,-1969.9452966814033,Prograde
6049092485842195712,246.96703009289385,-24.680756585405536,14.553407,12.229627,-3396.3877527258937,Prograde
6049444054685669760,245.83833867766563,-23.73174639344314,14.77134,12.191626,182.086042957055,Retrograde
6050020645460936064,243.21791026538386,-23.434561484791114,12.391859,11.971986,8806.118312179004,Retrograde
6052226987337472256,245.4757656948919,-21.415254271692437,14.73659,11.966757,998.045380050529,Retrograde
6242844748395119616,242.87152964892803,-22.373925065609217,14.204474,11.786082,9776.725548516913,Retrograde
6242889416061230336,242.85818387478918,-22.015083411874443,14.710229,11.572942,9761.396304092585,Retrograde
6052685689843566464,246.52402987649938,-20.410732087387775,14.459206,10.864396,-2638.1533730629744,Prograde
6242976174398906624,243.25923800279088,-21.911601828780793,13.873966,10.847794,8416.795131837283,Retrograde
6048572588648057728,245.11025808716667,-25.848903118243786,13.74783,10.756224,2943.0088345271456,Retrograde
6048957589512689792,246.31338874492036,-25.198518678992006,14.788542,10.750992,-1147.0575890251926,Prograde
6049050807480225664,247.09994013938007,-24.914024389977076,14.940779,10.673215,-3797.62455599029,Prograde
4131005892984304000,248.55440763867145,-20.109161759199576,13.660324,10.0716915,-9408.471235491568,Prograde
6051522578343047296,247.78123074065763,-21.9778620473663,13.964065,9.999587,-6539.483356678221,Prograde
6242742528174877696,244.35443218318593,-22.030380842414147,14.357074,9.966613,4811.526475789312,Retrograde
6052327798814423424,247.66249706134093,-21.522612008399474,14.793659,9.852216,-6221.9771838985425,Prograde
6051231581418535552,248.76278797250743,-22.68262108675088,13.47936,9.780958,-9671.461354562187,Prograde
6242733388487548416,244.2807072106254,-22.16281728312467,14.930981,9.770648,5077.507754708622,Retrograde
6048908008409891456,246.2660128647355,-25.652439543802757,14.495403,9.740321,-914.9810027538119,Prograde
6242980194488305408,243.16009168396113,-21.83582061526731,13.872137,9.666973,8732.391974362776,Retrograde
6046000212466871168,247.57918190304267,-25.282984628431397,14.482595,9.453454,-5322.678555336673,Prograde
6051734749725080960,245.88306473007657,-22.990581284606648,13.74175,9.39178,-88.85001907670251,Prograde
6049540949152854656,243.05093367008607,-25.33529636220926,14.686429,9.388419,9673.96618157602,Retrograde
6045739215902231552,247.84893366591456,-25.98364113081099,14.6425905,9.343466,-6099.344209321123,Prograde
6046021859106597760,247.35331712014954,-25.355684641290928,14.316448,9.265536,-4563.037687819967,Prograde
6049637156420036096,244.3747597012073,-24.85096748575711,14.4469795,9.151942,5211.947130687586,Retrograde
6050394479417395456,243.4763339890072,-23.342947328166606,14.458207,9.151651,7935.574875404009,Retrograde
